id,override,price,link,availability
p7782-v9564-s,CH,270 EUR,https://www.morjas.com/product/the-boat-shoe-sand-suede,in stock
p7783-v9565-s,CH,270 EUR,https://www.morjas.com/product/the-boat-shoe-brown-suede-and-brown-calf,in stock
p3141-v4822-s,CH,270 EUR,https://www.morjas.com/product/the-boat-shoe-black-suede-black,in stock
p7779-v9561-s,CH,160 EUR,https://www.morjas.com/product/the-deck-shoe-cream-canvas,in stock
p3685-v5440-s,CH,160 EUR,https://www.morjas.com/product/the-deck-shoe-navy-canvas,in stock
p7778-v9560-s,CH,160 EUR,https://www.morjas.com/product/the-deck-shoe-lavender-canvas,in stock
p7772-v9540-s,CH,180 EUR,https://www.morjas.com/product/the-plimsoll-cream-canvas,in stock
p3681-v5436-s,CH,180 EUR,https://www.morjas.com/product/the-plimsoll-taupe-nubuck,in stock
p7771-v9539-s,CH,180 EUR,https://www.morjas.com/product/the-plimsoll-olive-drab-canvas,in stock
p3682-v5437-s,CH,180 EUR,https://www.morjas.com/product/the-plimsoll-black-suede,in stock
p772-v2289-s,CH,220 EUR,https://www.morjas.com/product/the-sneaker-02-white-leather,in stock
p3678-v5433-s,CH,230 EUR,https://www.morjas.com/product/the-court-sneaker-off-white,in stock
p1659-v3176-s,CH,220 EUR,https://www.morjas.com/product/the-sneaker-02-all-dark-brown-suede,in stock
p2456-v4068-s,CH,220 EUR,https://www.morjas.com/product/the-sneaker-02-nougat-suede,in stock
p766-v2283-s,CH,220 EUR,https://www.morjas.com/product/the-sneaker-02-navy-suede,in stock
p3692-v5447-s,CH,220 EUR,https://www.morjas.com/product/the-sneaker-02-beige-suede,in stock
p7767-v9535-s,CH,230 EUR,https://www.morjas.com/product/the-court-sneaker-nougat-suede,in stock
p1660-v3177-s,CH,220 EUR,https://www.morjas.com/product/the-sneaker-02-all-black-suede,in stock
p3679-v5434-s,CH,230 EUR,https://www.morjas.com/product/the-court-sneaker-brown,in stock
p3680-v5435-s,CH,230 EUR,https://www.morjas.com/product/the-court-sneaker-black,in stock
p3675-v5430-s,CH,280 EUR,https://www.morjas.com/product/the-trainer-white,in stock
p3677-v5432-s,CH,280 EUR,https://www.morjas.com/product/the-trainer-navy-black,in stock
p3676-v5431-s,CH,280 EUR,https://www.morjas.com/product/the-trainer-taupe,in stock
p7802-v9584-s,CH,200 EUR,https://www.morjas.com/product/the-costa-sandal-black-grain,in stock
p7756-v9514-s,CH,350 EUR,https://www.morjas.com/product/the-camp-moc-mull-nubuck,in stock
p7755-v9513-s,CH,390 EUR,https://www.morjas.com/product/the-camp-moc-black-deerskin,out of stock
p11-v1533-s,CH,330 EUR,https://www.morjas.com/product/the-oxford-black-calf,in stock
p16-v1538-s,CH,330 EUR,https://www.morjas.com/product/the-oxford-black-patent,in stock
p13-v1535-s,CH,330 EUR,https://www.morjas.com/product/the-oxford-brown-calf,in stock
p12-v1534-s,CH,330 EUR,https://www.morjas.com/product/the-oxford-burgundy-calf,in stock
p14-v1536-s,CH,330 EUR,https://www.morjas.com/product/the-oxford-brown-suede,in stock
p789-v2306-s,CH,330 EUR,https://www.morjas.com/product/the-oxford-rubber-sole-black-calf,in stock
p1632-v3149-s,CH,330 EUR,https://www.morjas.com/product/the-oxford-rubber-sole-brown-calf,in stock
p1631-v3148-s,CH,330 EUR,https://www.morjas.com/product/the-oxford-rubber-sole-burgundy-calf,in stock
p1633-v3150-s,CH,330 EUR,https://www.morjas.com/product/the-oxford-rubber-sole-brown-suede,in stock
p803-v2320-s,CH,330 EUR,https://www.morjas.com/product/the-adelaide-black-calf,in stock
p2443-v4055-s,CH,330 EUR,https://www.morjas.com/product/the-adelaide-brown-calf,in stock
p1635-v3152-s,CH,330 EUR,https://www.morjas.com/product/the-adelaide-brown-suede,in stock
p3424-v5106-s,CH,350 EUR,https://www.morjas.com/product/the-split-toe-derby-brown-grain,in stock
p3425-v5107-s,CH,350 EUR,https://www.morjas.com/product/the-split-toe-derby-black-calf,in stock
p3660-v5415-s,CH,350 EUR,https://www.morjas.com/product/the-split-toe-derby-black-grain,in stock
p3423-v5105-s,CH,350 EUR,https://www.morjas.com/product/the-split-toe-derby-brown-suede,in stock
p7786-v9568-s,CH,350 EUR,https://www.morjas.com/product/the-split-toe-derby-polo-suede,in stock
p31-v1541-s,CH,350 EUR,https://www.morjas.com/product/the-derby-brown-calf,in stock
p29-v1539-s,CH,350 EUR,https://www.morjas.com/product/the-derby-black-calf,in stock
p32-v1542-s,CH,350 EUR,https://www.morjas.com/product/the-derby-brown-suede,in stock
p33-v1543-s,CH,350 EUR,https://www.morjas.com/product/the-derby-medium-brown-suede,in stock
p28-v1546-s,CH,350 EUR,https://www.morjas.com/product/the-derby-brown-grain,in stock
p30-v1540-s,CH,350 EUR,https://www.morjas.com/product/the-derby-burgundy-calf,in stock
p26-v1544-s,CH,350 EUR,https://www.morjas.com/product/the-derby-black-grain,in stock
p20-v1548-s,CH,350 EUR,https://www.morjas.com/product/the-plain-toe-blucher-black-calf,in stock
p7784-v9566-s,CH,350 EUR,https://www.morjas.com/product/the-plain-toe-blucher-beige-suede,in stock
p44-v1572-s,CH,330 EUR,https://www.morjas.com/product/the-double-monkstrap-black-calf,in stock
p45-v1574-s,CH,330 EUR,https://www.morjas.com/product/the-double-monkstrap-brown-calf,in stock
p49-v1567-s,CH,350 EUR,https://www.morjas.com/product/the-single-monkstrap-black-calf,in stock
p46-v1573-s,CH,330 EUR,https://www.morjas.com/product/the-double-monkstrap-burgundy-calf,in stock
p7787-v9569-s,CH,350 EUR,https://www.morjas.com/product/the-single-monkstrap-brown-suede,in stock
p47-v1575-s,CH,330 EUR,https://www.morjas.com/product/the-double-monkstrap-brown-suede,in stock
p54-v1562-s,CH,390 EUR,https://www.morjas.com/product/the-chelsea-black-calf,in stock
p57-v1565-s,CH,390 EUR,https://www.morjas.com/product/the-chelsea-brown-suede,in stock
p3426-v5108-s,CH,390 EUR,https://www.morjas.com/product/the-chelsea-black-suede,in stock
p56-v1564-s,CH,390 EUR,https://www.morjas.com/product/the-chelsea-brown-calf,in stock
p7757-v9515-s,CH,380 EUR,https://www.morjas.com/product/the-unlined-chukka-brown-suede,in stock
p63-v1561-s,CH,360 EUR,https://www.morjas.com/product/the-chukka-medium-brown-suede,in stock
p62-v1560-s,CH,360 EUR,https://www.morjas.com/product/the-chukka-brown-suede,in stock
p7733-v9488-s,CH,380 EUR,https://www.morjas.com/product/the-moc-toe-chukka-black-grain,in stock
p7732-v9487-s,CH,380 EUR,https://www.morjas.com/product/the-moc-toe-chukka-brown-suede-brown-grain,in stock
p77-v1594-s,CH,370 EUR,https://www.morjas.com/product/the-jumper-boot-black-grain,in stock
p78-v1595-s,CH,370 EUR,https://www.morjas.com/product/the-jumper-boot-brown-suede,in stock
p1684-v3212-s,CH,370 EUR,https://www.morjas.com/product/the-jumper-boot-brown-grain,in stock
p7726-v9481-s,CH,370 EUR,https://www.morjas.com/product/the-jumper-boot-black-calf,out of stock
p7745-v9500-s,CH,370 EUR,https://www.morjas.com/product/the-hybrid-hiker-black-leather,in stock
p3431-v5113-s,CH,360 EUR,https://www.morjas.com/product/the-hybrid-hiker-brown-nubuck,in stock
p3432-v5114-s,CH,360 EUR,https://www.morjas.com/product/the-hybrid-hiker-black-grain,in stock
p7731-v9486-s,CH,360 EUR,https://www.morjas.com/product/the-hybrid-hiker-taupe-suede,in stock
p3430-v5112-s,CH,360 EUR,https://www.morjas.com/product/the-hybrid-hiker-sand-suede,in stock
p7730-v9485-s,CH,370 EUR,https://www.morjas.com/product/the-hybrid-hiker-black-pony-hair,in stock
p1686-v3214-s,CH,420 EUR,https://www.morjas.com/product/the-hiking-boot-brown-grain,in stock
p813-v2330-s,CH,420 EUR,https://www.morjas.com/product/the-hiking-boot-black-grain,in stock
p3433-v5115-s,CH,420 EUR,https://www.morjas.com/product/the-hiking-boot-mudguard-edition,in stock
p7729-v9484-s,CH,420 EUR,https://www.morjas.com/product/the-hiking-boot-black-suede-mudguard,in stock
p1689-v3217-s,CH,430 EUR,https://www.morjas.com/product/the-alpine-boot-black-suede,in stock
p1690-v3218-s,CH,430 EUR,https://www.morjas.com/product/the-alpine-boot-brown-suede,in stock
p7728-v9483-s,CH,430 EUR,https://www.morjas.com/product/the-alpine-boot-black-grain,in stock
p7727-v9482-s,CH,430 EUR,https://www.morjas.com/product/the-alpine-boot-brown-grain,in stock
p7746-v9501-s,CH,430 EUR,https://www.morjas.com/product/the-country-boot-brown-nubuck-and-brown-grain,in stock
p1687-v3215-s,CH,370 EUR,https://www.morjas.com/product/the-monkey-boot-black-grain,in stock
p7337-v9092-s,CH,120 EUR,https://www.morjas.com/product/the-belt-black-suede,in stock
p7338-v9093-s,CH,130 EUR,https://www.morjas.com/product/the-belt-brown-pony-hair,in stock
p7339-v9094-s,CH,130 EUR,https://www.morjas.com/product/the-belt-black-pony-hair,in stock
p2460-v4072-s,CH,120 EUR,https://www.morjas.com/product/the-belt-sand-suede,in stock
p2461-v4073-s,CH,120 EUR,https://www.morjas.com/product/the-belt-taupe-suede,in stock
p7763-v9531-s,CH,120 EUR,https://www.morjas.com/product/the-belt-black-suede-wide-braided,in stock
p7764-v9532-s,CH,120 EUR,https://www.morjas.com/product/the-belt-brown-suede-wide-braided,in stock
p664-v2181-s,CH,120 EUR,https://www.morjas.com/product/the-belt-black-grain,in stock
p665-v2182-s,CH,120 EUR,https://www.morjas.com/product/the-belt-brown-grain,in stock
p760-v2277-s,CH,120 EUR,https://www.morjas.com/product/the-belt-brown-suede-1,in stock
p761-v2278-s,CH,120 EUR,https://www.morjas.com/product/the-belt-medium-brown-suede-1,in stock
p762-v2279-s,CH,120 EUR,https://www.morjas.com/product/the-belt-black-braided,in stock
p763-v2280-s,CH,120 EUR,https://www.morjas.com/product/the-belt-brown-braided,in stock
p3126-v4807-s,CH,120 EUR,https://www.morjas.com/product/the-belt-black-wide-braided,in stock
p3127-v4808-s,CH,120 EUR,https://www.morjas.com/product/the-belt-brown-wide-braided,in stock
p3418-v5100-s,CH,140 EUR,https://www.morjas.com/product/the-belt-black-calf-matte-gold-buckle,in stock
p666-v2183-s,CH,120 EUR,https://www.morjas.com/product/the-belt-black-embossed,in stock
p757-v2274-s,CH,120 EUR,https://www.morjas.com/product/the-belt-black-calf-1,in stock
p758-v2275-s,CH,120 EUR,https://www.morjas.com/product/the-belt-burgundy-calf-1,in stock
p759-v2276-s,CH,120 EUR,https://www.morjas.com/product/the-belt-brown-calf-1,in stock
p3419-v5101-s,CH,140 EUR,https://www.morjas.com/product/the-belt-black-grain-silver-buckle,in stock
p7765-v9533-s,CH,120 EUR,https://www.morjas.com/product/the-belt-mull-nubuck-silver-buckle,in stock
p7813-v9595-s,CH,140 EUR,https://www.morjas.com/product/the-belt-matte-gold-buckle-black-embossed,in stock
p7807-v9589-s,CH,140 EUR,https://www.morjas.com/product/the-belt-matte-gold-buckle-brown-calf,in stock
p7806-v9588-s,CH,140 EUR,https://www.morjas.com/product/the-belt-matte-gold-buckle-burgundy-calf,in stock
p7808-v9590-s,CH,140 EUR,https://www.morjas.com/product/the-belt-silver-buckle-black-suede,in stock
p7809-v9591-s,CH,140 EUR,https://www.morjas.com/product/the-belt-silver-buckle-brown-suede,in stock
p7810-v9592-s,CH,140 EUR,https://www.morjas.com/product/the-belt-silver-buckle-medium-brown-suede,in stock
p7811-v9593-s,CH,140 EUR,https://www.morjas.com/product/the-belt-silver-buckle-sand-suede,in stock
p7812-v9594-s,CH,140 EUR,https://www.morjas.com/product/the-belt-silver-buckle-taupe-suede,in stock
p7814-v9596-s,CH,140 EUR,https://www.morjas.com/product/the-belt-silver-buckle-brown-grain,in stock
p7759-v9527-s,CH,90 EUR,https://www.morjas.com/product/the-card-holder-truffle-grey-embossed,in stock
p7760-v9528-s,CH,110 EUR,https://www.morjas.com/product/the-foldable-card-holder-truffle-grey-embossed,in stock
p7761-v9529-s,CH,75 EUR,https://www.morjas.com/product/the-luggage-tag-truffle-grey-embossed,in stock
p7762-v9530-s,CH,110 EUR,https://www.morjas.com/product/the-passport-holder-truffle-grey-embossed,in stock
p2449-v4061-s,CH,180 EUR,https://www.morjas.com/product/the-sleeve-black-grain,in stock
p1697-v3225-s,CH,230 EUR,https://www.morjas.com/product/the-toiletry-bag-black-grain,in stock
p1693-v3221-s,CH,120 EUR,https://www.morjas.com/product/the-wallet-black-grain,out of stock
p1694-v3222-s,CH,120 EUR,https://www.morjas.com/product/the-wallet-brown-grain,out of stock
p3121-v4802-s,CH,35 EUR,https://www.morjas.com/product/the-silk-sock-black-knee-high,in stock
p1471-v2988-s,CH,20 EUR,https://www.morjas.com/product/the-sock-black-ribbed-knee-high,in stock
p1472-v2989-s,CH,20 EUR,https://www.morjas.com/product/the-sock-navy-ribbed-knee-high,in stock
p1473-v2990-s,CH,20 EUR,https://www.morjas.com/product/the-sock-brown-ribbed-knee-high,in stock
p1474-v2991-s,CH,20 EUR,https://www.morjas.com/product/the-sock-dark-grey-ribbed-ribbed-knee-high,in stock
p1475-v2992-s,CH,20 EUR,https://www.morjas.com/product/the-sock-mid-grey-ribbed-knee-high,in stock
p1621-v3138-s,CH,20 EUR,https://www.morjas.com/product/the-sock-sand-ribbed-knee-high,in stock
p3694-v5449-s,CH,20 EUR,https://www.morjas.com/product/the-sock-knee-high-light-blue-ribbed,in stock
p76-v1593-s,CH,20 EUR,https://www.morjas.com/product/the-sock-navy-ribbed-mid-calf,in stock
p1700-v3228-s,CH,20 EUR,https://www.morjas.com/product/the-sock-dark-grey-ribbed-mid-calf,in stock
p1701-v3229-s,CH,20 EUR,https://www.morjas.com/product/the-sock-mid-grey-ribbed-mid-calf,in stock
p75-v1592-s,CH,20 EUR,https://www.morjas.com/product/the-sock-black-ribbed-mid-calf,in stock
p1702-v3230-s,CH,20 EUR,https://www.morjas.com/product/the-sock-brown-ribbed-mid-calf,out of stock
p1703-v3231-s,CH,20 EUR,https://www.morjas.com/product/the-sock-sand-ribbed-mid-calf,in stock
p3693-v5448-s,CH,20 EUR,https://www.morjas.com/product/the-sock-mid-calf-off-white-ribbed,in stock
p3115-v4796-s,CH,20 EUR,https://www.morjas.com/product/the-wool-sock-navy-ribbed-mid-calf,out of stock
p3116-v4797-s,CH,20 EUR,https://www.morjas.com/product/the-wool-sock-mid-brown-ribbed-mid-calf,out of stock
p3117-v4798-s,CH,20 EUR,https://www.morjas.com/product/the-wool-sock-ecru-ribbed-mid-calf,out of stock
p3668-v5423-s,CH,330 EUR,https://www.morjas.com/product/women-the-ballet-flat-black-nappa,in stock
p3667-v5422-s,CH,330 EUR,https://www.morjas.com/product/women-the-ballet-flat-brown-nappa,in stock
p7716-v9471-s,CH,330 EUR,https://www.morjas.com/product/women-the-ballet-flat-black-suede,in stock
p7796-v9578-s,CH,330 EUR,https://www.morjas.com/product/women-the-ballet-flat-ruby-nappa,in stock
p3665-v5420-s,CH,330 EUR,https://www.morjas.com/product/women-the-ballet-flat-greige-suede,in stock
p3666-v5421-s,CH,330 EUR,https://www.morjas.com/product/women-the-ballet-flat-ivory-nappa,in stock
p7822-v9606-s,CH,330 EUR,https://www.morjas.com/product/women-the-ballet-flat-leather-sole-black-nappa,in stock
p7823-v9607-s,CH,330 EUR,https://www.morjas.com/product/women-the-ballet-flat-leather-sole-black-suede,in stock
p7800-v9582-s,CH,370 EUR,https://www.morjas.com/product/women-the-soft-moc-brown-grain,in stock
p7799-v9581-s,CH,370 EUR,https://www.morjas.com/product/women-the-soft-moc-black-grain,in stock
p7801-v9583-s,CH,370 EUR,https://www.morjas.com/product/women-the-soft-moc-brown-suede,in stock
p3672-v5427-s,CH,350 EUR,https://www.morjas.com/product/women-the-penny-loafer-black-calf,in stock
p7718-v9473-s,CH,350 EUR,https://www.morjas.com/product/women-the-penny-loafer-brown-suede,in stock
p3673-v5428-s,CH,350 EUR,https://www.morjas.com/product/women-the-penny-loafer-burgundy-calf,in stock
p3674-v5429-s,CH,350 EUR,https://www.morjas.com/product/women-the-penny-loafer-ivory-calf,in stock
p7717-v9472-s,CH,350 EUR,https://www.morjas.com/product/women-the-penny-loafer-black-suede,in stock
p3702-v5457-s,CH,260 EUR,https://www.morjas.com/product/women-the-paloma-sandal-tan-nappa,in stock
p3703-v5458-s,CH,260 EUR,https://www.morjas.com/product/women-the-paloma-sandal-black-nappa,in stock
p3704-v5459-s,CH,260 EUR,https://www.morjas.com/product/women-the-paloma-sandal-brown-nappa,in stock
p7788-v9570-s,CH,260 EUR,https://www.morjas.com/product/women-the-paloma-sandal-taupe-grain,in stock
p7723-v9478-s,CH,440 EUR,https://www.morjas.com/product/women-the-ankle-boot-brown-nappa,in stock
p7722-v9477-s,CH,440 EUR,https://www.morjas.com/product/women-the-ankle-boot-black-nappa,in stock
p7724-v9479-s,CH,440 EUR,https://www.morjas.com/product/women-the-ankle-boot-black-suede,in stock
p7725-v9480-s,CH,440 EUR,https://www.morjas.com/product/women-the-ankle-boot-brown-suede,in stock
p3698-v5453-s,CH,140 EUR,https://www.morjas.com/product/women-the-espadrille-beige-suede,in stock
p3697-v5452-s,CH,140 EUR,https://www.morjas.com/product/women-the-espadrille-taupe-suede,in stock
p3699-v5454-s,CH,140 EUR,https://www.morjas.com/product/women-the-espadrille-black-suede,in stock
p7790-v9572-s,CH,320 EUR,https://www.morjas.com/product/women-the-boat-shoe-brown-suede,in stock
p7789-v9571-s,CH,320 EUR,https://www.morjas.com/product/women-the-boat-shoe-black-grain,in stock
p3701-v5456-s,CH,320 EUR,https://www.morjas.com/product/women-the-boat-shoe-sand-suede,in stock
p3700-v5455-s,CH,320 EUR,https://www.morjas.com/product/women-the-boat-shoe-white-grain,in stock
p7820-v9602-s,CH,320 EUR,https://www.morjas.com/product/women-the-flat-slingback-black-embossed,in stock
p7791-v9573-s,CH,420 EUR,https://www.morjas.com/product/women-the-slingback-ivory-nappa,in stock
p3671-v5426-s,CH,420 EUR,https://www.morjas.com/product/women-the-slingback-black-nappa,in stock
p3669-v5424-s,CH,420 EUR,https://www.morjas.com/product/women-the-slingback-taupe-suede,in stock
p7749-v9507-s,CH,420 EUR,https://www.morjas.com/product/women-the-city-boot-black-calf,in stock
p7750-v9508-s,CH,420 EUR,https://www.morjas.com/product/women-the-city-boot-brown-calf,in stock
p7793-v9575-s,CH,440 EUR,https://www.morjas.com/product/women-the-dorsay-pump-brown-nappa,in stock
p7792-v9574-s,CH,440 EUR,https://www.morjas.com/product/women-the-dorsay-pump-black-nappa,in stock
p7748-v9506-s,CH,660 EUR,https://www.morjas.com/product/women-the-riding-boot-black-calf,in stock
p7818-v9600-s,CH,330 EUR,https://www.morjas.com/product/women-the-sandalette-brown-nappa,in stock
p7819-v9601-s,CH,330 EUR,https://www.morjas.com/product/women-the-sandalette-black-nappa,in stock
p7817-v9599-s,CH,330 EUR,https://www.morjas.com/product/women-the-sandalette-ivory-nappa,in stock
p7816-v9598-s,CH,290 EUR,https://www.morjas.com/product/women-the-verona-sandal-black-nappa,in stock
p7815-v9597-s,CH,290 EUR,https://www.morjas.com/product/women-the-verona-sandal-brown-suede,in stock
p7721-v9476-s,CH,400 EUR,https://www.morjas.com/product/women-the-pump-black-nappa,in stock
p7719-v9474-s,CH,400 EUR,https://www.morjas.com/product/women-the-pump-brown-suede,in stock
p7720-v9475-s,CH,400 EUR,https://www.morjas.com/product/women-the-pump-caramel-nappa,in stock
p7794-v9576-s,CH,450 EUR,https://www.morjas.com/product/women-the-stiletto-boot-black-nappa,in stock
p7795-v9577-s,CH,450 EUR,https://www.morjas.com/product/women-the-stiletto-boot-truffle-suede,in stock
p7752-v9510-s,CH,20 EUR,https://www.morjas.com/product/women-the-sock-black,in stock
p7751-v9509-s,CH,20 EUR,https://www.morjas.com/product/women-the-sock-brown,in stock
p3954-v5709-s,CH,20 EUR,https://www.morjas.com/product/women-the-sock-off-white,in stock
p7740-v9495-s,CH,140 EUR,https://www.morjas.com/product/women-the-belt-black-nappa-20-mm,in stock
p7798-v9580-s,CH,140 EUR,https://www.morjas.com/product/women-the-belt-tan-grain-20-mm,in stock
p7797-v9579-s,CH,140 EUR,https://www.morjas.com/product/women-the-belt-ivory-nappa-20-mm,in stock
p7742-v9497-s,CH,160 EUR,https://www.morjas.com/product/women-the-belt-black-nappa-40-mm,in stock
p7741-v9496-s,CH,160 EUR,https://www.morjas.com/product/women-the-belt-brown-nappa-40-mm,in stock
p7743-v9498-s,CH,160 EUR,https://www.morjas.com/product/women-the-belt-black-suede-50-mm,in stock
p7744-v9499-s,CH,160 EUR,https://www.morjas.com/product/women-the-belt-brown-suede-50-mm,in stock
p7821-v9605-s,CH,330 EUR,https://www.morjas.com/product/women-the-ballet-flat-leather-sole-brown-nappa,in stock
p3670-v5425-s,CH,420 EUR,https://www.morjas.com/product/women-the-slingback-dove-blue-suede,in stock
p7753-v9511-s,CH,510 EUR,https://www.morjas.com/product/women-the-chalet-boot-brown-pony-hair,in stock
p3953-v9504-s,CH,470 EUR,https://www.morjas.com/product/women-the-chalet-boot-brown-calf,in stock
p3952-v9503-s,CH,470 EUR,https://www.morjas.com/product/women-the-chalet-boot-black-calf,out of stock
p7825-v9609-s,JP,380 USD,https://www.morjas.com/product/the-ivy-loafer-rubber-sole-black-suede,in stock
p764-v2281-s,JP,400 USD,https://www.morjas.com/product/the-penny-loafer-brown-suede-unlined,in stock
p1627-v3144-s,JP,400 USD,https://www.morjas.com/product/the-penny-loafer-medium-brown-suede-unlined,in stock
p3118-v4799-s,JP,400 USD,https://www.morjas.com/product/the-penny-loafer-sand-suede-unlined,in stock
p5-v1519-s,JP,360 USD,https://www.morjas.com/product/the-penny-loafer-black-calf,in stock
p38-v1522-s,JP,360 USD,https://www.morjas.com/product/the-penny-loafer-brown-suede,in stock
p7-v1521-s,JP,360 USD,https://www.morjas.com/product/the-penny-loafer-brown-calf,in stock
p2446-v4058-s,JP,360 USD,https://www.morjas.com/product/the-penny-loafer-leather-sole-black-grain,in stock
p6-v1520-s,JP,360 USD,https://www.morjas.com/product/the-penny-loafer-burgundy-calf,in stock
p39-v1523-s,JP,360 USD,https://www.morjas.com/product/the-penny-loafer-medium-brown-suede,in stock
p2447-v4059-s,JP,360 USD,https://www.morjas.com/product/the-penny-loafer-leather-sole-brown-grain,in stock
p3120-v4801-s,JP,360 USD,https://www.morjas.com/product/the-penny-loafer-black-suede-leather-sole,in stock
p1637-v3154-s,JP,360 USD,https://www.morjas.com/product/the-penny-loafer-black-grain-black-suede,in stock
p3152-v4834-s,JP,360 USD,https://www.morjas.com/product/the-penny-loafer-black-grain-navy-suede,in stock
p786-v2303-s,JP,360 USD,https://www.morjas.com/product/the-penny-loafer-rubber-sole-black-calf,in stock
p785-v2302-s,JP,360 USD,https://www.morjas.com/product/the-penny-loafer-rubber-sole-brown-suede,in stock
p2-v1524-s,JP,360 USD,https://www.morjas.com/product/the-penny-loafer-black-grain,in stock
p1629-v3146-s,JP,360 USD,https://www.morjas.com/product/the-penny-loafer-rubber-sole-brown-calf,in stock
p1630-v3147-s,JP,360 USD,https://www.morjas.com/product/the-penny-loafer-rubber-sole-medium-brown-suede,in stock
p4-v1526-s,JP,360 USD,https://www.morjas.com/product/the-penny-loafer-brown-grain,in stock
p1628-v3145-s,JP,360 USD,https://www.morjas.com/product/the-penny-loafer-rubber-sole-burgundy-calf,in stock
p3122-v4803-s,JP,380 USD,https://www.morjas.com/product/the-ivy-loafer-black-calf,in stock
p3124-v4805-s,JP,380 USD,https://www.morjas.com/product/the-ivy-loafer-brown-suede,in stock
p7336-v9091-s,JP,380 USD,https://www.morjas.com/product/the-ivy-loafer-black-grain,in stock
p3123-v4804-s,JP,380 USD,https://www.morjas.com/product/the-ivy-loafer-burgundy-calf,in stock
p7803-v9585-s,JP,380 USD,https://www.morjas.com/product/the-ivy-loafer-brown-grain,in stock
p7335-v9090-s,JP,380 USD,https://www.morjas.com/product/the-ivy-loafer-black-suede,in stock
p3420-v5102-s,JP,380 USD,https://www.morjas.com/product/the-ivy-loafer-black-calf-rubber-sole,in stock
p3422-v5104-s,JP,380 USD,https://www.morjas.com/product/the-ivy-loafer-brown-suede-rubber-sole,in stock
p7805-v9587-s,JP,380 USD,https://www.morjas.com/product/the-ivy-loafer-rubber-sole-black-grain,in stock
p3421-v5103-s,JP,380 USD,https://www.morjas.com/product/the-ivy-loafer-burgundy-calf-rubber-sole,in stock
p7777-v9559-s,JP,380 USD,https://www.morjas.com/product/the-ivy-loafer-rubber-sole-brown-grain,in stock
p35-v1527-s,JP,360 USD,https://www.morjas.com/product/the-tassel-loafer-black-calf,in stock
p9-v1530-s,JP,360 USD,https://www.morjas.com/product/the-tassel-loafer-brown-suede,in stock
p37-v1529-s,JP,360 USD,https://www.morjas.com/product/the-tassel-loafer-brown-calf,in stock
p10-v1531-s,JP,360 USD,https://www.morjas.com/product/the-tassel-loafer-medium-brown-suede,in stock
p36-v1528-s,JP,360 USD,https://www.morjas.com/product/the-tassel-loafer-burgundy-calf,in stock
p788-v2305-s,JP,360 USD,https://www.morjas.com/product/the-tassel-loafer-rubber-sole-black-calf,in stock
p787-v2304-s,JP,360 USD,https://www.morjas.com/product/the-tassel-loafer-rubber-sole-brown-suede,in stock
p1624-v3141-s,JP,360 USD,https://www.morjas.com/product/the-tassel-loafer-rubber-sole-brown-calf,in stock
p1625-v3142-s,JP,360 USD,https://www.morjas.com/product/the-tassel-loafer-rubber-sole-medium-brown-suede,in stock
p1623-v3140-s,JP,360 USD,https://www.morjas.com/product/the-tassel-loafer-rubber-sole-burgundy-calf,in stock
p3691-v5446-s,JP,370 USD,https://www.morjas.com/product/the-belgian-unlined-beige-suede,in stock
p3690-v5445-s,JP,370 USD,https://www.morjas.com/product/the-belgian-unlined-taupe-nubuck,in stock
p125-v1642-s,JP,350 USD,https://www.morjas.com/product/the-belgian-black-suede,in stock
p1643-v3160-s,JP,350 USD,https://www.morjas.com/product/the-belgian-black-deerskin,in stock
p1644-v3161-s,JP,350 USD,https://www.morjas.com/product/the-belgian-brown-deerskin,in stock
p7766-v9534-s,JP,350 USD,https://www.morjas.com/product/the-belgian-black-patent,in stock
p3428-v5110-s,JP,350 USD,https://www.morjas.com/product/the-belgian-black-deerskin-rubber-sole,in stock
p3427-v5109-s,JP,350 USD,https://www.morjas.com/product/the-belgian-brown-deerskin-rubber-sole,in stock
p3555-v5310-s,JP,350 USD,https://www.morjas.com/product/the-belgian-black-suede-rubber-sole,in stock
p1638-v3155-s,JP,370 USD,https://www.morjas.com/product/the-horsebit-loafer-black-calf,in stock
p1639-v3156-s,JP,370 USD,https://www.morjas.com/product/the-horsebit-loafer-brown-suede,in stock
p7769-v9537-s,JP,370 USD,https://www.morjas.com/product/the-horsebit-loafer-black-grain,in stock
p7770-v9538-s,JP,370 USD,https://www.morjas.com/product/the-horsebit-loafer-brown-grain,in stock
p7773-v9541-s,JP,340 USD,https://www.morjas.com/product/the-venetian-black-grain,in stock
p7774-v9542-s,JP,340 USD,https://www.morjas.com/product/the-venetian-brown-grain,in stock
p7775-v9543-s,JP,340 USD,https://www.morjas.com/product/the-venetian-brown-suede,in stock
p7776-v9544-s,JP,340 USD,https://www.morjas.com/product/the-venetian-sand-suede,in stock
p7333-v9088-s,JP,380 USD,https://www.morjas.com/product/the-full-strap-loafer-black-calf,in stock
p123-v1640-s,JP,350 USD,https://www.morjas.com/product/the-opera-pump-black-patent,in stock
p3130-v4811-s,JP,160 USD,https://www.morjas.com/product/the-espadrille-beige-suede,out of stock
p2453-v4065-s,JP,160 USD,https://www.morjas.com/product/the-espadrille-all-black-suede,out of stock
p1648-v3165-s,JP,160 USD,https://www.morjas.com/product/the-espadrille-taupe-suede,in stock
